prod_nbr,marca_fabricante,tipo_marca,prod_nm,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
50128372,ARDA,Marca Externa,EXTENSION ELECTRICA DOMESTICA 5 MTS,2,ELECTRONICOS,203,ENERGIA,20302,EXTENSIONES Y MULTICONTACTOS,13488,GRUPO INDUSTRIAL ARDA,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134940,DI LEON,Marca Externa,FUNDA IPAD 7A GEN ECONOMICA,16,PORTALAPTOPS Y FUNDAS,1602,FUNDAS,160201,FUNDAS,12056,GRUPO COMERCIAL DI LEON,ST,EE,No EcolÂ¾gico,No Retail,N/A
50138051,,Marca Externa,VINIL TOTTEM,50,COPYMAX,5015,IMP GRAN FORMATO (PLOTEO),501506,IMP GRAN FORMATO ESTAMP,SIN PROVEEDOR,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,No Retail,N/A
1069957497,,Marca Externa,TOTTO LONCHERA DEVRY NEGRO,B7,KITCHEN,B753,KITCHEN STORAGE,B75318,,11907,URBAN ARENA,PZA,,No EcolÂ¾gico,Tienda Igual Retail,Activa
50011573,BROTHER,Marca Externa,CINTA BROTHER P/ROT 18MMNE-BLA,2,ELECTRONICOS,202,ELECTRONICOS DE OFICINA,20201,ROTULADORES,10523,BROTHER INTERNATIONAL DE MEXICO,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50011913,OXFORD,Marca Externa,TARJETA INDICE NEON 3X5,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30602,TARJETAS INDICE COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50025463,ENERGIZER,Marca Externa,PILA D ENERGIZER MAX C/2,18,CHECKOUT,1806,PILAS,180601,PILAS ALCALINAS,11928,ENERGIZER MEXICO,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50029392,OFFICEMAX,Marca Propia,CINTA EMP TRANS 48.50 6PK OMX,7,CORREO Y PAQUETERIA,701,CINTAS DE EMPAQUE,70101,CINTA DE EMPAQUE,10155,JANEL,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50029837,,Marca Externa,ACETATOS BN 61 O MAS,50,COPYMAX,5001,COPIAS BLANCO Y NEGRO,500105,ACETATOS BLANCO Y NEGRO,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50029888,,Marca Externa,IMP. ACETATOS BN 31-6,50,COPYMAX,5004,IMPRESIONES DIGITALES BN,500404,IMPRESION DIGITAL ACETATO,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50040902,JANEL,Marca Externa,ROLLO ADHES JANEL TRN 45CMX10M,10,ARTICULOS ESCOLARES,1011,FORROS,101101,FORRO AUTOADHERIBLE,10155,JANEL,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50052896,,Marca Externa,01 ENCUADERNADO CUB. DURA,50,COPYMAX,5030,PHOTO BOOK,503004,PHOTOBOOK PASTA PERSONALI,SIN PROVEEDOR,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50061639,HIRSH,Marca Externa,ARCHIVERO 4 GAVETAS OFICIO NG,1,MUEBLES,103,ARCHIVEROS,10303,ARCHIVERO 4 GAVETAS,11820,HIRSH DE MEXICO,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50063082,OFFICEMAX,Marca Propia,CUBIERTA P/REP VERT NG/BC OMX,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50064578,,Marca Externa,TARJETA MAX PUNTOS,61,OTROS SERVICIOS,6113,MKT CONSUMO,611301,NO GRAVA IVA,SIN PROVEEDOR,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50066946,,Marca Externa,FOTO APEX 4X6 MAS 201,50,COPYMAX,5016,IMP Y REVELADO,501601,REVELADO E IMPRESION,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50068608,JANEL,Marca Externa,ETIQUETA BCA 32X64 144PZA/PQT,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30301,ETIQUETAS ADHESIVAS,10155,JANEL,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50072950,,Marca Externa,ESCANEO GRAN FORMATO 1-50,50,COPYMAX,5012,RENTA DE PCS Y DISENO,501203,DISENO GRAFICO,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50086844,,Marca Externa,ENGARGOLADO DC METAL 7/16,50,COPYMAX,5036,SERVICIO WALMART,503606,ENGARGOLADO,SIN PROVEEDOR,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50088537,SIGEL,Marca Propia,SENAL RUTA EVACUACION IZ SIGEL,12,SEGURIDAD Y MANTENIMIENTO,1203,LETREROS Y SENALAMIENTOS,120301,LETREROS Y SENALAMIENTOS,11970,CENTRO DE PRODUCCION,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50089310,,Marca Externa,TIEMPO AIRE TELCEL $200.00,22,TIEMPO AIRE ELECTRONICO,2201,TIEMPO AIRE ELECTRONICO,220101,TIEMPO AIRE TELCEL,12169,XCD DESARROLLADORA,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50093641,,Marca Externa,UNIFLEX NE 41-85 HOJAS,50,COPYMAX,5009,ENCUADERNADO TERMICOS,500905,ENCUADERNADO UNIBIND,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50094204,OFFICEMAX,Marca Propia,ETIQUETA REDON TRANSP 168P OMX,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30301,ETIQUETAS ADHESIVAS,10918,LOURDES ALEJANDRA ROSALES CANTO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50112195,,Marca Externa,MINIPRINTS,50,COPYMAX,5016,IMP Y REVELADO,501601,REVELADO E IMPRESION,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50113826,,Marca Externa,XBOX LIVE 3M GOLD 2020 419MXN,23,COMISIONES,2301,TARJETAS,230101,TARJETAS,11479,BLACKHAWK NETWORK MEXICO,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114404,,Marca Externa,LAPIZ BICOLOR HEXAGONAL MADERA,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,10826,DIXON COMERCIALIZADORA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119944,SIN MARCA,Marca Externa,CUADROS VELCRO ALFA-LOK NEGRO 2.5X2.5CM,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90901,ARTICULOS DE MONTAJE,10254,VELCRO DE MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122059,GHIA,Marca Externa,BARRA DE SONIDO PORTATIL 2.0 20W RMS,2,ELECTRONICOS,209,SISTEMA DE AUDIO,20902,BOCINAS Y AMPLIFICADORES,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50125684,,Marca Propia,ARCHIVERO NEGRO CURVE,1,MUEBLES,103,ARCHIVEROS,10301,ARCHIVERO 2 GAVETAS,20539,COLLINS CO.,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128085,ACCO MEXIC,Marca Externa,SELLO MARCADOR DE ROPA Y LIBROS,7,CORREO Y PAQUETERIA,705,COJINES Y SELLOS,70503,SELLOS,12175,ACCO MEXICANA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128954,KAB,Marca Externa,ARCHIVERO MOVIL EMERGE CON 4 CAJONES,1,MUEBLES,103,ARCHIVEROS,10302,ARCHIVERO 3 GAVETAS,12500,KAB MX LIMITED,ST,M,No EcolÂ¾gico,No Retail,N/A
50131390,BLACKHAWK,Marca Externa,APP STORE GIFT CARD 200MXN,23,COMISIONES,2301,TARJETAS,230101,TARJETAS,11479,BLACKHAWK NETWORK MEXICO,SER,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134076,,Marca Externa,SAMSUNG SMART TVQLED Q65D 55 4KULTRA HD,2,ELECTRONICOS,206,TV Y VIDEO,20603,TELEVISIONES,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134937,DI LEON,Marca Externa,FUNDA IPAD MINI 6TA GEN ECONOMICA,16,PORTALAPTOPS Y FUNDAS,1602,FUNDAS,160201,FUNDAS,12056,GRUPO COMERCIAL DI LEON,ST,EE,No EcolÂ¾gico,No Retail,N/A
50136621,SUMINISTRO,Marca Externa,CAJA KRAFT ENVIO REGULAR 36X25X15CM PP,3,ARCHIVO Y ACCESORIOS,302,CAJAS,30202,CAJAS DE ENVIO,13600,SUMINISTROS PARA PAQUETES,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137637,POLIDEX,Marca Externa,ARCHIVERO EXPANDIBLE 13 DIV HUMO,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,40064,"POLIDEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
1045203640,,Marca Externa,BITES C/ALMENDRA 43G,BB,FOOD & BEVERAGE,BB3C,FOOD,BB3C0B,,10725,PRODUCTOS MARCO POLO,PZA,,No EcolÂ¾gico,Tienda Igual Retail,Activa
50011853,CARDINAL,Marca Externa,SEPARADOR CARDINAL 31 DIV COL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50013785,PILOT,Marca Externa,ENGRAPADORA PILOT DE GOLPE T/C,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90502,ENGRAPADORAS TIRA COMPLETA,10203,ACEGRAPAS FIFA,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50027740,ENERGIZER,Marca Externa,PILA ESPECIAL ALCALINA A76,18,CHECKOUT,1806,PILAS,180602,PILAS ESPECIALES,11928,ENERGIZER MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50039376,SABLON,Marca Externa,PORTAGAFETE SABLON YOYO 6X9,7,CORREO Y PAQUETERIA,706,GAFETES,70601,GAFETES,10797,GRUPO AZOR MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50048075,EAGLE,Marca Externa,FOLIADOR RIHAN 6 DIGITOS AUTO,7,CORREO Y PAQUETERIA,704,FOLIADORES,70401,FOLIADORES,10228,INDUSTRIAS RIHAN,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50061596,ADAMS,Marca Externa,LIBRO FONOMEMO AUTOCNTE 300JGS,5,FORMAS DE NEGOCIO,505,DIRECTORIOS,50501,DIRECTORIOS TELEFONICOS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50065840,OFFICEMAX,Marca Propia,PILA AA RECARGABLE ECO 4P OMX,18,CHECKOUT,1806,PILAS,180603,PILAS RECARGABLES,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50066412,,Marca Externa,CAJA ARCH T/C IP-50 ARG 7MM 1P,3,ARCHIVO Y ACCESORIOS,302,CAJAS,30201,CAJAS DE ARCHIVO,10638,"MAYORISTA PAPELERA,",ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50068609,JANEL,Marca Externa,ETIQUETA BCA 09X13 2160PZA/PQT,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30301,ETIQUETAS ADHESIVAS,10155,JANEL,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50069461,OFFICEMAX,Marca Externa,COLOR CHECADOR RJ/CARMIN 4P OM,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50071523,SENTRY SAF,Marca Externa,CAJA FUERTE ELECTRONICA X041E,1,MUEBLES,105,CAJAS FUERTES,10501,CAJAS FUERTES,12319,MASTER LOCK MEXICANA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50079254,,Marca Externa,PAPEL TREE FREE TC RESM 500,6,PAPEL,602,ROLLOS DE PAPEL,60202,ROLLO AUTOCOPIANTE,11967,SIN PROVEEDOR,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50082280,JANEL,Marca Externa,CINTA ADHESIVA TRANS 24MM*65MT,7,CORREO Y PAQUETERIA,701,CINTAS DE EMPAQUE,70101,CINTA DE EMPAQUE,11877,JANEL,ST,ER,No EcolÂ¾gico,No Retail,N/A
50082536,KRONALINE,Marca Externa,PAPEL PLOTTER 91X50 N2 BP400,6,PAPEL,605,PAPEL LASER,60502,PAPEL LASER E INKJET,40001,KRONALINE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50084108,,Marca Externa,PLAY. T/POLO CAB.G/GRISA,50,COPYMAX,5014,"IMP.TRANS. PLAYERAS, BOT",501402,IMPRESION PLAYERAS,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50086596,,Marca Externa,COPIA B/N OPALINA CTA 101 O +,50,COPYMAX,5036,SERVICIO WALMART,503601,COPIAS B/N,SIN PROVEEDOR,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50086820,,Marca Externa,ENGARGOLADO MET 1 1/4 JUNIOR(,50,COPYMAX,5036,SERVICIO WALMART,503606,ENGARGOLADO,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50091075,,Marca Externa,GARANTIA ELECTRO 3001-4000 12M,62,GARANTIMAX,6201,COMPUTO,620101,PC,11996,GARANPLUS,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50091081,,Marca Externa,GE ELECTRONICOS 10001-12000 12,62,GARANTIMAX,6201,COMPUTO,620101,PC,11996,GARANPLUS,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50093660,,Marca Externa,UNIHARD L 86-130 HOJAS,50,COPYMAX,5009,ENCUADERNADO TERMICOS,500905,ENCUADERNADO UNIBIND,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50095617,ENERGIZER,Marca Externa,PILA ESPECIALIZADA 2025 BP2,18,CHECKOUT,1806,PILAS,180602,PILAS ESPECIALES,11928,ENERGIZER MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50099645,OFFICEMAX,Marca Externa,CAJA NO. 1 25 X 25 X 25,3,ARCHIVO Y ACCESORIOS,302,CAJAS,30201,CAJAS DE ARCHIVO,60053,RIU PACKING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50102183,FORTEC,Marca Externa,FOLDER C/BROCHE TC AZL 5P,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,12045,COMERCIAL FORTEC,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50106034,SIGEL,Marca Externa,SACAPUNTAS 2 EN 1,10,ARTICULOS ESCOLARES,1018,SACAPUNTAS,101801,SACAPUNTAS MANUALES,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50108914,RAYTER,Marca Externa,"PAGARE 1/3 CS, 2 PZS",5,FORMAS DE NEGOCIO,501,FORMAS ADMINISTRATIVAS,50102,FORMAS TABULARES,11651,"RAYTER DE MEXICO,",ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114417,STAEDTLER,Marca Externa,PLUMONES TRIPLUS BROADLINER 10,10,ARTICULOS ESCOLARES,1009,PLUMONES,100901,PLUMONES,10217,STAEDTLER DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114905,SCOTCH,Marca Externa,SOBRE PLASTICO 26.6CMX38.7CM,7,CORREO Y PAQUETERIA,703,ENVIO Y CORREO,70301,BURBUJA,11496,"3M MEXICO,",ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50117948,,Marca Externa,CINTA MONTAJE RESISTOL NMC,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,10933,"HENKEL CAPITAL,",ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50121797,EQUIPO SON,Marca Externa,CALCULADORA CIENTIFICA NARANJA,2,ELECTRONICOS,201,CALCULADORAS,20102,CALCULADORAS CIENTIFICAS,12507,EQUIPO SONRIE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50123699,SN,Marca Externa,MESAS AUX EGD CAFE NOGAL 5PZS,1,MUEBLES,106,MESAS,10602,MESA PLEGABLE,13485,BED BATH & BEYOND MEXICO,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50124150,,Marca Externa,CUADERNO PERS CARTA CUADRO CHICO,50,COPYMAX,5007,ENGARGOLADOS CARTA,500705,ACCESORIOS ENGARGOLADO,SIN PROVEEDOR,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125679,,Marca Externa,MOTOROLA DEP450 UHF 403 470 MHZ DIGITAL,2,ELECTRONICOS,209,SISTEMA DE AUDIO,20904,SISTEMA DE AUDIO VARIOS,12156,REPRESENTACION ACTUALIZADA DE,ST,EE,No EcolÂ¾gico,No Retail,N/A
50127905,BROTHER,Marca Externa,CINTA ROTULADOR BROTHER TZE741 18MM N/V,2,ELECTRONICOS,202,ELECTRONICOS DE OFICINA,20201,ROTULADORES,10523,BROTHER INTERNATIONAL DE MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129973,CVA SERVIC,Marca Externa,SILLA GAMER OCELOT AC-10859,1,MUEBLES,109,GAMER,10901,SILLA GAMER,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50133415,12391,Marca Externa,SISTEMA AUDIOBAHN ULTRA 15,2,ELECTRONICOS,209,SISTEMA DE AUDIO,20902,BOCINAS Y AMPLIFICADORES,12391,MERCADO LIBRE,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134632,DURACELL,Marca Externa,PILA ALCALINA DURACELL PC1400,18,CHECKOUT,1806,PILAS,180601,PILAS ALCALINAS,12391,MERCADO LIBRE,ST,EE,No EcolÂ¾gico,No Retail,N/A
50134713,,Marca Externa,PROMO BIC IMPRESION BN CARTA,50,COPYMAX,5004,IMPRESIONES DIGITALES BN,500401,IMPRESIONES DIG. CARTA,SIN PROVEEDOR,SIN PROVEEDOR,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137086,PRODUCTOS,Marca Externa,TARJETA RAYA 3X5 IN 100 H BLOCK,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30603,TARJETAS RAYA Y CUADRO,10182,PRODUCTOS DIETRIX,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137577,INDUSTRIAS,Marca Externa,PAPEL CARBON TC NG C/100,6,PAPEL,606,PAPEL CARBON,60601,CARBON CARTA,13585,INDUSTRIAS KORES DE MEXICO,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
1045308277,,Marca Externa,MZNA SOL 600 ML PET,BB,FOOD & BEVERAGE,BB26,COFFEE & BEVERAGE,BB2606,,12030,INDUSTRIA DE REFRESCOS,PZA,,No EcolÂ¾gico,Tienda Igual Retail,Activa
45000,,Marca Externa,098 18IN GLD/GLD BLLN CIRCLE R,11,ARTE Y DISENO,1111,MYLAR BALLOONS,111101,,2720,CONVERGRAM MEXICO,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
731387,,Marca Externa,HUBBA BUBBA MORAS,41,,4116,NON SEASONAL CANDY,411600,,10725,PRODUCTOS MARCO POLO,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50018581,OFFICEMAX,Marca Propia,PLASTICO BURBUJA OMX 40CMX5M,7,CORREO Y PAQUETERIA,703,ENVIO Y CORREO,70301,BURBUJA,11640,"BURBUTEK,",ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50019489,AVERY,Marca Externa,ETIQUETA LSR BCA 1 3/4X1/2,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,12056,GRUPO COMERCIAL DI LEON,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50019490,AVERY,Marca Externa,ETIQUETA INK BCA 1/2X1 3/4,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,12056,GRUPO COMERCIAL DI LEON,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50020492,AVERY,Marca Externa,"ETIQUETA ADH CIR VDE 3/4"" 1008",3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30301,ETIQUETAS ADHESIVAS,12056,PRODUCTOS AVERY MEXICO,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50027540,OXFORD,Marca Externa,ARCHIVO EXPAND TC 12DIV TRASLU,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50029948,,Marca Externa,ENGARG MET D/CTA 1-60,50,COPYMAX,5008,ENGARGOLADOS  OFICIO,500802,ENGAR.METAL OFICIO,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50029959,,Marca Externa,ENM.TARJETA CIRCULACION,50,COPYMAX,5010,ENMICADOS,501001,ENMICADOS,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50036867,BARRILITO,Marca Externa,PERFORADORA BARRILITO 3/O,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90802,PERFORADORA DE 3 ORIFICIOS,12175,ACCO MEXICANA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50049741,,Marca Externa,SERVICIO DE FORRADO PZA,50,COPYMAX,5017,SERVICIOS VARIOS PROMO,501701,SERVICIOS VARIOS PROMO,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50050959,OFFICEMAX,Marca Externa,POLIZA CHEQUE INTERC TC 50J OM,5,FORMAS DE NEGOCIO,501,FORMAS ADMINISTRATIVAS,50101,FORMAS CONTABLES,11906,FORMULARIOS DE MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50052758,,Marca Externa,LIPTON TE HELADO VERDE,18,CHECKOUT,1801,BEBIDAS,180102,OTRAS BEBIDAS,12031,BEBIDAS PURIFICADAS,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50053919,,Marca Externa,PLANEADOR DOBLE CARTA,50,COPYMAX,5031,PLANEADOR PERSONALIZADO,503101,PLANEADOR PERZONALIZADO,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50054240,ALFRA,Marca Externa,TABLERO CORCHO 90X1.20 ALFRA,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110102,PIZARRONES DE CORCHO,11890,PINTARRON ALFRA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50062744,,Marca Externa,ENV.INTER ENBAL.10.5 KG Z A,50,COPYMAX,5021,PAQUETERIA Y MENSAJERIA,502101,PAQUETERIA Y MENSAJERIA,SIN PROVEEDOR,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50073882,,Marca Externa,IMP. BN CARTA 1 A 10,50,COPYMAX,5004,IMPRESIONES DIGITALES BN,500402,IMPRESIONES DIG. OFICIO,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50080766,HP,Marca Externa,PAPEL FOTO GLOSSY 4X6 100H 200,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,No Retail,N/A
50085470,BIO-PAPPEL,Marca Externa,PAPEL CLASSBOND TC RESM 500,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,40023,PAPELERIA LOZANO HERMANOS,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50091003,,Marca Externa,GE COMPUTO 4001-6000 12 MESES,62,GARANTIMAX,6204,MUEBLES,620401,MUEBLES,11996,GARANPLUS,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50095030,,Marca Externa,ASESORIA IMPRESION TRAMITES,50,COPYMAX,5012,RENTA DE PCS Y DISENO,501201,RENTA DE COMPUTADORA,10295,SIN PROVEEDOR,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50095159,SILVERLINE,Marca Externa,"CAJA PARA DINERO FRANCE 9""",12,SEGURIDAD Y MANTENIMIENTO,1204,MANEJO DE VALORES,120402,CAJAS DE DINERO,11987,D CASTRO IMPORTADORES DE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50108827,HP,Marca Externa,AUDIFONOS HP 400 GAMING,14,COMPUTO,1403,ACCESORIOS GAMING,140301,PERIFERICOS GAMING,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50111072,MAPED,Marca Externa,SACAPUNTAS CROC CROC EASY CC,10,ARTICULOS ESCOLARES,1018,SACAPUNTAS,101801,SACAPUNTAS MANUALES,10824,MAPED SILCO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119717,SIN MARCA,Marca Externa,PLUMONES MULTILINE,10,ARTICULOS ESCOLARES,1009,PLUMONES,100901,PLUMONES,11171,BINNEY Y SMITH MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50123067,TCL,Marca Externa,PANTALLA TCL 32P ANDROID TV HD 32A345,2,ELECTRONICOS,206,TV Y VIDEO,20603,TELEVISIONES,12156,REPRESENTACION ACTUALIZADA DE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50124814,HP,Marca Externa,IMPRESORA HP LASERJET M111W,15,IMPRESION,1502,EQUIPOS,150202,IMPRESORAS,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125169,STUK,Marca Propia,ARCHIVO EXPANDIBLE 13DIV PLATA ROJO STUK,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125322,OFFICEMAX,Marca Externa,LAPICEROS 0.7 MM AN 2PZAS,10,ARTICULOS ESCOLARES,1014,LAPICEROS,101401,LAPICEROS,20533,OFFICE DEPOT ASIA HOLDING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
