store_nbr,store_nm,tran_date,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
T028,San Luis Potosi,2025-10-30,RETAIL,50,COPYMAX,5013,TARJETAS DISENO,501307,TARJETAS PVC,10295,SIN PROVEEDOR,50130701,50066803,,Marca Externa,1,33.62,39,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa,2025-09-17,RETAIL,10,ARTICULOS ESCOLARES,1011,FORROS,101101,FORRO AUTOADHERIBLE,10155,JANEL,10110101,50068206,JANEL,Marca Externa,2,56.72,65.8,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T059,Esmeralda,2024-01-31,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110102,PIZARRONES DE CORCHO,10188,PINTARRON ALFRA,11010201,50088338,ALFRA,Marca Externa,1,154.31,179,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo,2024-10-06,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90801,PERFORADORA DE 1 ORIFICIO,20533,OFFICE DEPOT ASIA HOLDING,9080101,50062047,OFFICEMAX,Marca Propia,1,24.91,28.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec,2026-04-15,RETAIL,17,LIBROS,1702,INFANTILES,170201,LIBROS INFANTILES,11291,NOVELTY CORP DE MEXICO,17020102,50134722,NOVELTY CO,Marca Externa,1,129,129,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T022,Roma,2024-04-11,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110101,PIZARRONES BLANCOS,20533,OFFICE DEPOT ASIA HOLDING,11010101,50116788,STUK,Marca Propia,1,116.38,135,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T049,Ixtapaluca,2024-10-04,RETAIL,15,IMPRESION,1502,EQUIPOS,150203,MULTIFUNCIONALES,10523,BROTHER INTERNATIONAL DE MEXICO,15020303,50110072,BROTHER,Marca Externa,2,5817.68,6748.5,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque,2024-03-01,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,20503,NINGBO EVEREXCEL INT'L TRADING,12050101,50109615,SIGEL,Marca Propia,2,291.38,338,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T010,Cancun,2026-04-10,RETAIL,9,SUMINISTROS DE OFICINA,907,LIGAS,90701,LIGAS,13574,MOO-VINGO MEXICO,9070102,50118644,MOOVING,Marca Externa,1,30.17,35,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2025-02-19,RETAIL,8,ACCESORIOS DE ESCRITORIO,804,SET DE ESCRITORIO,80401,SET DE ESCRITORIO,20503,NINGBO EVEREXCEL INT'L TRADING,8040101,50084278,OFFICEMAX,Marca Propia,1,387.07,449,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla,2024-08-27,RETAIL,17,LIBROS,1702,INFANTILES,170201,LIBROS INFANTILES,10204,ADVANCED MARKETING,17020102,50128803,ADVANCED M,Marca Externa,1,199,199,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto,2024-11-28,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110103,ROTAFOLIOS,10188,PINTARRON ALFRA,11010301,50053098,ALFRA,Marca Externa,1,4223.28,4899,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T058,Mazatlan,2024-12-31,RETAIL,50,COPYMAX,5005,IMPRESIONES DIG. COLOR,500501,IMP. DIGITAL CARTA COLOR,10295,SIN PROVEEDOR,50050102,50029891,,Marca Externa,137,1748.15,2027.89,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T019,Cuauhtemoc,2024-04-01,RETAIL,62,GARANTIMAX,6204,MUEBLES,620401,MUEBLES,11996,GARANPLUS,62040101,50090999,,Marca Externa,1,378.45,439,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T079,Juriquilla Express,2025-08-14,RETAIL,15,IMPRESION,1502,EQUIPOS,150203,MULTIFUNCIONALES,11938,COMPUTING AND PRINTING MEXICO,15020303,50118329,HP,Marca Externa,2,8101.72,9398,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T025,Merida,2025-05-15,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,13564,BIO PAPPEL SCRIBE,10200101,50012979,SCRIBE,Marca Externa,1,75.78,87.9,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T085,PLAYA DEL CARMEN PERUGIA,2026-01-12,RETAIL,7,CORREO Y PAQUETERIA,704,FOLIADORES,70403,CONTADORES,10797,GRUPO AZOR MEXICO,7040301,50012390,AZOR,Marca Externa,1,34.4,39.9,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T002,Interlomas,2025-05-16,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070403,50029935,,Marca Externa,1,34.48,40,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T066,Jurica Queretaro,2024-08-20,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20610,APLI PAPER S.A.U.,10060202,50128242,APLI PAPER,Marca Externa,1,740.52,859,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T026,San Pedro,2026-01-16,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102002,BLOCKS ESQUELA,13564,BIO PAPPEL SCRIBE,10200201,50027363,,Marca Externa,1,43.88,50.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T010,Cancun,2025-11-23,RETAIL,50,COPYMAX,5010,ENMICADOS,501001,ENMICADOS,10295,SIN PROVEEDOR,50100105,50029962,,Marca Externa,3,75,87,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana,2025-06-08,RETAIL,50,COPYMAX,5005,IMPRESIONES DIG. COLOR,500503,IMP. DIGITAL DCARTA COLOR,10295,SIN PROVEEDOR,50050302,50029905,,Marca Externa,40,725.94,784,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T022,Roma,2024-04-15,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027262,ESTRELLA,Marca Externa,7,875,1015,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos,2025-10-27,RETAIL,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,5030101,50135730,ADVANCED M,Marca Externa,1,300.86,349,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro,2024-09-29,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12160,QUANTUM GRAPHICS,4050102,50076334,OFFICEMAX,Marca Propia,1,77.5,89.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II,2024-12-04,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90904,TIRAS SUJETADORAS,10254,VELCRO DE MEXICO,9090401,50088334,VELCRO,Marca Externa,1,60.26,69.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T076,Patria,2026-01-15,RETAIL,50,COPYMAX,5005,IMPRESIONES DIG. COLOR,500501,IMP. DIGITAL CARTA COLOR,10295,SIN PROVEEDOR,50050105,50029894,,Marca Externa,341,4262.5,4944.5,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T080,Hermanos Serdan,2025-07-10,RETAIL,1,MUEBLES,106,MESAS,10602,MESA PLEGABLE,20539,COLLINS CO.,1060201,50118069,STUK,Marca Propia,1,1723.28,1999,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T061,Mexicali,2025-11-04,RETAIL,18,CHECKOUT,1803,COFFEE BREAK,180302,GALLETAS Y PAN,11891,BIMBO,18030201,50082227,,Marca Externa,1,34.9,34.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo,2025-01-13,RETAIL,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30601,TARJETAS INDICE BLANCAS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3060101,50011911,OXFORD,Marca Externa,1,34.91,40.5,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T015,Tlalpan,2025-05-16,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070404,50029936,,Marca Externa,1,38.79,45,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T025,Merida,2024-01-24,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,20533,OFFICE DEPOT ASIA HOLDING,10200101,50070185,OFFICEMAX,Marca Propia,1,145.69,169,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla,2025-10-14,RETAIL,15,IMPRESION,1502,EQUIPOS,150203,MULTIFUNCIONALES,11938,COMPUTING AND PRINTING MEXICO,15020303,50112784,HP,Marca Externa,1,4568.1,5299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II,2024-04-24,RETAIL,7,CORREO Y PAQUETERIA,703,ENVIO Y CORREO,70301,BURBUJA,11640,"BURBUTEK,",7030101,50018581,OFFICEMAX,Marca Propia,1,73.71,85.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi,2025-01-17,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40502,ENGARGOLADO,12187,TERMINADOS LITOGRAFICOS,4050202,50072616,OFFICEMAX,Marca Propia,2,198.28,230,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T025,Merida,2025-08-01,RETAIL,2,ELECTRONICOS,203,ENERGIA,20302,EXTENSIONES Y MULTICONTACTOS,13488,GRUPO INDUSTRIAL ARDA,2030201,50128374,ARDA,Marca Externa,1,50.86,59,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T052,Hermosillo,2025-08-18,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101202,LIBRETAS PROFESIONAL,10223,INDUSTRIAS DANPEX,10120201,50081599,DANPEX,Marca Externa,1,300.86,349,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2025-07-14,RETAIL,50,COPYMAX,5010,ENMICADOS,501001,ENMICADOS,10295,SIN PROVEEDOR,50100104,50029961,,Marca Externa,87,1650.04,1914,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T061,Mexicali,2024-06-17,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,20503,NINGBO EVEREXCEL INT'L TRADING,12050101,50109615,SIGEL,Marca Propia,1,156.48,169,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T030,Donceles Express,2025-05-16,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90803,PERFORADORAS DE 2 ORIFICIOS,10824,MAPED SILCO,9080301,50077267,MAPED,Marca Externa,1,71.55,83,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T073,Culiacan 3 Rios,2024-03-15,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027263,ESTRELLA,Marca Externa,1,228.45,265,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T050,Toluca Aeropuerto,2024-07-10,RETAIL,10,ARTICULOS ESCOLARES,1011,FORROS,101101,FORRO AUTOADHERIBLE,10155,JANEL,10110101,50040903,JANEL,Marca Externa,1,188.79,219,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II,2025-03-31,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1202,LENTES Y ACCESORIOS,120203,LENTES LECTURA,11654,FGX LATIN AMERICA,12020301,50116373,,Marca Externa,1,188.79,219,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T034,Condesa,2024-02-26,RETAIL,9,SUMINISTROS DE OFICINA,907,LIGAS,90701,LIGAS,10203,ACEGRAPAS FIFA,9070101,50052337,PILOT,Marca Externa,4,103.11,119.6,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T015,Tlalpan,2024-10-14,RETAIL,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,20533,OFFICE DEPOT ASIA HOLDING,6050101,50062026,OFFICEMAX,Marca Propia,2,172.24,199.8,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T019,Cuauhtemoc,2024-11-25,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1201,FERRETERIA,120102,SEGURIDAD,12287,SINBIOTIK PHARMA,12010201,50118814,SCRUB,Marca Externa,1,68.1,79,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana,2024-09-09,RETAIL,7,CORREO Y PAQUETERIA,703,ENVIO Y CORREO,70301,BURBUJA,11496,"3M MEXICO,",7030102,50114906,SCOTCH,Marca Externa,1,32.87,35.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T067,Hermosillo II,2024-11-19,RETAIL,7,CORREO Y PAQUETERIA,703,ENVIO Y CORREO,70301,BURBUJA,11640,"BURBUTEK,",7030101,50018581,OFFICEMAX,Marca Propia,2,147.41,171,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T042,Irapuato,2025-03-29,RETAIL,5,FORMAS DE NEGOCIO,501,FORMAS ADMINISTRATIVAS,50101,FORMAS CONTABLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,5010101,50061585,ADAMS,Marca Externa,3,230.17,267,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa,2025-11-13,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070402,50029934,,Marca Externa,1,32.41,35,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca,2025-06-24,RETAIL,2,ELECTRONICOS,208,AUDIFONOS,20801,AUDIFONOS IN EAR,21231,UNITED NATIONAL CONSUMER SUPPLIERS,2080102,50130480,,Marca Externa,2,0.01,0.01,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos,2026-02-01,RETAIL,2,ELECTRONICOS,201,CALCULADORAS,20103,CALCULADORAS ESCRITORIO,11161,ROYAL CONSUMER INFORMATION PRODUCTS,2010301,50054625,ROYAL,Marca Externa,2,291.38,338,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas,2025-02-24,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12160,QUANTUM GRAPHICS,4050102,50076334,OFFICEMAX,Marca Propia,1,77.5,89.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T044,Pachuca,2024-02-01,RETAIL,22,TIEMPO AIRE ELECTRONICO,2201,TIEMPO AIRE ELECTRONICO,220106,PAQUETE DE DATOS TELCEL,12169,XCD DESARROLLADORA,22010601,50121994,S/N,Marca Externa,1,86.21,100,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T008,Guadalajara,2025-07-01,RETAIL,2,ELECTRONICOS,207,ELECTRODOMESTICOS Y LINEA BLANCA,20701,ELECTRODOMESTICOS,11161,ROYAL CONSUMER INFORMATION PRODUCTS,2070101,50085892,ROYAL,Marca Externa,2,2291.46,2658.1,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T042,Irapuato,2025-11-16,RETAIL,50,COPYMAX,5002,COPIAS A COLOR,500203,COPIAS COLOR DOBLE CARTA,10295,SIN PROVEEDOR,50020301,50029850,,Marca Externa,3,50.69,58.8,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T085,PLAYA DEL CARMEN PERUGIA,2025-10-01,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50082379,BIO PAPPEL,Marca Externa,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo,2024-04-21,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500705,ACCESORIOS ENGARGOLADO,10295,SIN PROVEEDOR,50070505,50078865,,Marca Externa,1,128.45,149,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2025-07-15,RETAIL,9,SUMINISTROS DE OFICINA,907,LIGAS,90701,LIGAS,13574,MOO-VINGO MEXICO,9070102,50118644,MOOVING,Marca Externa,2,60.34,70,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T042,Irapuato,2026-01-15,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110101,PIZARRONES BLANCOS,10188,PINTARRON ALFRA,11010101,50060614,ALFRA,Marca Externa,2,412.08,478,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T044,Pachuca,2024-09-26,RETAIL,50,COPYMAX,5026,ACCESORIOS COPYMAX,502601,ACCESORIOS COPYMAX,10295,SIN PROVEEDOR,50260102,50094282,,Marca Externa,2,2.58,3,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T004,Contry,2025-09-04,RETAIL,17,LIBROS,1701,ACADEMICOS,170102,TABLAS,10204,ADVANCED MARKETING,17010201,50036744,,Marca Externa,1,30,30,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II,2025-05-21,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110102,PIZARRONES DE CORCHO,10188,PINTARRON ALFRA,11010201,50061721,ALFRA,Marca Externa,1,714.66,829,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2024-04-03,RETAIL,50,COPYMAX,5002,COPIAS A COLOR,500203,COPIAS COLOR DOBLE CARTA,10295,SIN PROVEEDOR,50020301,50029850,,Marca Externa,3,50.69,58.8,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T086,Coatzacoalcos II,2024-09-30,RETAIL,23,COMISIONES,2301,TARJETAS,230101,TARJETAS,11479,BLACKHAWK NETWORK MEXICO,23010101,50094436,GOOGLE,Marca Externa,1,0,0,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2025-01-28,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1201,FERRETERIA,120102,SEGURIDAD,12287,SINBIOTIK PHARMA,12010201,50118814,SCRUB,Marca Externa,1,68.1,79,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto,2025-03-30,RETAIL,2,ELECTRONICOS,208,AUDIFONOS,20801,AUDIFONOS IN EAR,28751,Ice Group LLC DBA Country Club,2080102,50130555,ART + SOUN,Marca Externa,1,249.14,289,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2024-06-01,RETAIL,17,LIBROS,1702,INFANTILES,170201,LIBROS INFANTILES,10865,EDICIONES LAROUSSE,17020102,50091305,LAROUSSE,Marca Externa,1,79,79,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi,2025-01-30,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101201,LIBRETAS FORMA FRANCESA,10223,INDUSTRIAS DANPEX,10120101,50054727,DANPEX,Marca Externa,1,189.66,220,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T042,Irapuato,2024-01-03,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90801,PERFORADORA DE 1 ORIFICIO,20533,OFFICE DEPOT ASIA HOLDING,9080101,50062047,OFFICEMAX,Marca Propia,1,24.91,28.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T060,LA RIOJA.,2025-01-05,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,20533,OFFICE DEPOT ASIA HOLDING,4080101,50062263,OFFICEMAX,Marca Propia,2,68.79,79.8,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T031,San Marcos,2025-09-17,RETAIL,11,ARTE Y DISENO,1106,ENVOLTURA DE REGALOS,110603,BOLSAS DE REGALO,10992,"GRANMARK,",11060301,50112898,GRANMARK,Marca Externa,1,19.4,22.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca,2025-10-27,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110104,ACCESORIOS PIZARRONES,11890,PINTARRON ALFRA,11010401,50082060,ALFRA,Marca Externa,1,21.55,25,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca,2024-08-04,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101602,BOTELLAS Y TERMOS,20533,OFFICE DEPOT ASIA HOLDING,10160201,50125247,OFFICEMAX,Marca Propia,1,105.6,122.5,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T051,Gomez Morin,2024-08-25,RETAIL,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,10842,AFEX INDUSTRIAL Y COMERCIAL,5030202,50127300,STUK,Marca Propia,1,128.45,149,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana,2024-02-21,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,20533,OFFICE DEPOT ASIA HOLDING,4080101,50063082,OFFICEMAX,Marca Propia,6,221.67,239.4,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T023,Pedregal,2025-06-15,RETAIL,50,COPYMAX,5010,ENMICADOS,501001,ENMICADOS,10295,SIN PROVEEDOR,50100104,50029961,,Marca Externa,5,94.83,110,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana,2025-07-14,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1204,MANEJO DE VALORES,120402,CAJAS DE DINERO,20533,OFFICE DEPOT ASIA HOLDING,12040201,50062000,OFFICEMAX,Marca Propia,1,276.85,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T044,Pachuca,2024-04-03,RETAIL,5,FORMAS DE NEGOCIO,501,FORMAS ADMINISTRATIVAS,50101,FORMAS CONTABLES,11683,"PRODUCTOS ARPAPEL,",5010101,50069982,EUROFORMAS,Marca Externa,3,170.43,197.7,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa,2024-06-28,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1204,MANEJO DE VALORES,120402,CAJAS DE DINERO,20533,OFFICE DEPOT ASIA HOLDING,12040201,50065864,OFFICEMAX,Marca Propia,1,214.66,249,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2025-07-08,RETAIL,50,COPYMAX,5036,SERVICIO WALMART,503603,IMPRESION B/N,10295,SIN PROVEEDOR,50360304,50086663,,Marca Externa,4,4.83,5.6,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2025-09-01,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070401,50029933,,Marca Externa,15,387.91,450,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla,2026-02-12,RETAIL,11,ARTE Y DISENO,1106,ENVOLTURA DE REGALOS,110603,BOLSAS DE REGALO,10992,"GRANMARK,",11060301,50137307,GRANMARK,Marca Externa,1,25.78,29.9,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador,2026-02-13,RETAIL,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,20533,OFFICE DEPOT ASIA HOLDING,6050101,50062025,OFFICEMAX,Marca Propia,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa,2024-08-09,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40502,ENGARGOLADO,12175,ACCO MEXICANA,4050202,50110052,ACCO,Marca Externa,1,134.26,145,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2025-02-23,RETAIL,14,COMPUTO,1406,REDES,140602,CABLES DE RED,11578,GRUPO TZIAN,14060201,50068089,GE,Marca Externa,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo,2024-08-20,RETAIL,10,ARTICULOS ESCOLARES,1011,FORROS,101101,FORRO AUTOADHERIBLE,10155,JANEL,10110101,50068204,JANEL,Marca Externa,1,29.22,33.9,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz,2026-01-02,RETAIL,16,PORTALAPTOPS Y FUNDAS,1601,PORTALAPTOPS,160101,BACKPACKS LAPTOPS,12394,IOTZONE,16010101,50065027,TECHZONE,Marca Externa,1,507.76,589,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T020,Mariano Otero,2024-03-23,RETAIL,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,11938,COMPUTING AND PRINTING MEXICO,6050101,50054868,HP,Marca Externa,2,256.9,298,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II,2025-03-16,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1204,MANEJO DE VALORES,120402,CAJAS DE DINERO,20533,OFFICE DEPOT ASIA HOLDING,12040201,50062002,OFFICEMAX,Marca Propia,1,430.17,499,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta,2025-09-14,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101603,HERMETICOS,12327,ZYLKU IMPORTACIONES,10160301,50116902,,Marca Externa,2,239.66,278,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T042,Irapuato,2026-03-09,RETAIL,2,ELECTRONICOS,208,AUDIFONOS,20802,AUDIFONOS ON/OVER  EAR,12339,STUFFACTORY,2080202,50131505,SFT,Marca Externa,1,206.38,239.4,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2024-12-12,RETAIL,50,COPYMAX,5003,PLANOS,500301,PLANOS PAPEL BOND,10295,SIN PROVEEDOR,50030105,50029863,,Marca Externa,3,38.79,45,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T044,Pachuca,2024-11-11,RETAIL,2,ELECTRONICOS,203,ENERGIA,20301,NO BREAKS Y REGULADORES,10372,KOBLENZ ELECTRICA,2030101,50108710,KOBLENZ,Marca Externa,1,2068.28,2399.2,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
