store_nbr,store_nm,tran_date,tran_nbr,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,apparent_unit cost,costo calculado,precio,costo * qty,utilidad,margen,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
T032,Santa Fe II                   ,19/08/2025,99097,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,1,36.21,42,ST,6.684,21.23,25.78,21.23,14.98,0.4138,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel                  ,10/11/2024,90262,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010101,50122489,S/N,Marca Externa,1,87.5,101.5,ST,84.36,78.9,125,78.9,8.6,0.0983,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo                  ,09/06/2025,6924,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010103,50113963,POST-IT,Marca Externa,1,76.72,89,ST,53.436,61.27,73.19,61.27,15.45,0.2013,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T006,Arboledas                     ,22/03/2024,45259,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50113330,STUK,Marca Propia,1,18.04,20.93,ST,8.232,12.45,25.78,12.45,5.59,0.3099,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro                    ,03/09/2025,93712,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50130940,GIANT TIGE,Marca Externa,1,15,17.4,ST,11.256,12.19,25,12.19,2.81,0.1873,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos                    ,14/03/2024,4821,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,1,21.98,25.5,ST,6.684,13.77,25.78,13.77,8.21,0.3733,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto             ,15/09/2024,71688,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,1,25.78,29.9,ST,6.684,15.82,25.78,15.82,9.95,0.3862,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T063,Aguascalientes                ,16/01/2025,75992,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,13574,MOO-VINGO MEXICO,9010101,50118628,MOOVING,Marca Externa,2,50,58,ST,17.76,19.9,25,39.8,10.2,0.204,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II                     ,12/12/2024,63483,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,28730,"PARKROSE GROUP, S.L.",9010103,50125457,STUK,Marca Propia,1,22.63,26.25,ST,13.788,17.06,27.16,17.06,5.57,0.2461,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla                        ,23/02/2025,59602,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,2,51.55,59.8,ST,6.684,15.825,25.78,31.65,19.89,0.3859,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II                  ,01/04/2024,5730,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010102,50013724,POST-IT,Marca Externa,1,47.84,55.5,ST,37.044,39.24,51.29,39.24,8.6,0.1798,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel                  ,05/02/2025,446,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010101,50056441,POST-IT,Marca Externa,1,56.47,65.5,ST,43.104,46.2,56.47,46.2,10.27,0.182,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T068,Tuxtla Gutierrez              ,18/11/2025,36154,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,10155,JANEL,9010101,50063614,OFFICEMAX,Marca Propia,1,115.52,134,ST,68.856,86.45,99.14,86.45,29.07,0.2516,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla                        ,16/06/2025,66906,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010104,50054718,POST-IT,Marca Externa,1,157.76,183,ST,98.424,119.4,150.86,119.4,38.36,0.2432,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T035,Gran Plaza                    ,18/07/2024,5157,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,10155,JANEL,9010102,50063616,OFFICEMAX,Marca Propia,1,93.97,109,ST,64.944,66.69,93.97,66.69,27.28,0.2903,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II                  ,15/11/2024,36313,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50113323,STUK,Marca Propia,1,25.78,29.9,ST,8.232,16.39,25.78,16.39,9.38,0.364,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo             ,16/12/2024,75644,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,2,51.55,59.8,ST,6.684,15.82,25.78,31.64,19.91,0.3861,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas                      ,31/08/2024,48421,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50125205,OFFICEMAX,Marca Propia,2,38.02,44.1,ST,14.604,15.59,19.01,31.18,6.84,0.1799,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
