store_nbr,store_nm,tran_date,tran_nbr,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,apparent_unit_cost,costo_calculado,precio,costo_x_qty,utilidad,margen,estatus,ecologicos,clasificacion_retail,estatus_operativo,-10%,-5%,5%,10%,-10%_dup,-5%_dup,5%_dup,10%_dup,unnamed:_39,precio_real,beta_utilizada,tipo_ventana_beta,sensibilidad_precio,en_analisis,precio_nuevo_menos_10pct,unidades_sim_menos_10pct,ingresos_sim_menos_10pct,precio_nuevo_menos_5pct,unidades_sim_menos_5pct,ingresos_sim_menos_5pct,precio_nuevo_mas_5pct,unidades_sim_mas_5pct,ingresos_sim_mas_5pct,precio_nuevo_mas_10pct,unidades_sim_mas_10pct,ingresos_sim_mas_10pct,ingresos_reales
T026,San Pedro                     ,2026-04-20,20570,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12160,QUANTUM GRAPHICS,4050102,50076332,OFFICEMAX,Marca Propia,1,40.09,46.5,ST,19.476,28.16,40.09,28.16,11.93,0.2976,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,36.081,38.0855,42.0945,44.099,0.9,0.95,1.05,1.1,,40.09,,No_analizado,No_en_analisis,False,36.08,1.0,36.08,38.09,1.0,38.09,42.09,1.0,42.09,44.1,1.0,44.1,40.09
T061,Mexicali                      ,2025-08-30,88725,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90404,ARGOLLAS Y POSTES,20533,OFFICE DEPOT ASIA HOLDING,9040401,50069639,OFFICEMAX,Marca Propia,1,44.44,48.0,ST,10.5,27.33,39.22,27.33,17.11,0.385,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,35.298,37.259,41.181,43.142,0.9,0.95,1.05,1.1,,44.44,,No_analizado,No_en_analisis,False,40.0,1.0,40.0,42.22,1.0,42.22,46.66,1.0,46.66,48.88,1.0,48.88,44.44
T025,Merida                        ,2024-05-14,67209,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,10100201,50062170,OFFICEMAX,Marca Propia,2,33.62,39.0,ST,7.356,11.47,16.81,22.94,10.68,0.3177,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,15.129,15.9695,17.6505,18.491,1.8,1.9,2.1,2.2,,16.81,-5.8616,Trimestral,Elastica,True,15.13,3.71,56.13,15.97,2.7,43.12,17.65,1.5,26.48,18.49,1.14,21.08,33.62
T057,Reynosa                       ,2024-01-08,24501,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20503,NINGBO EVEREXCEL INT'L TRADING,10060201,50113658,OFFICEMAX,Marca Propia,1,75.0,81.0,ST,87.84,68.06,128.45,68.06,6.93,0.0925,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,115.605,122.0275,134.8725,141.295,0.9,0.95,1.05,1.1,,75.0,,No_analizado,No_en_analisis,False,67.5,1.0,67.5,71.25,1.0,71.25,78.75,1.0,78.75,82.5,1.0,82.5,75.0
T038,Tabasco                       ,2024-03-26,64589,RETAIL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4070103,50011853,CARDINAL,Marca Externa,3,245.43,284.7,ST,50.4,61.90666667,81.81,185.72,59.71,0.2433,A,No EcolÂ¾gico,Tienda Igual Retail,Activa,73.629,77.7195,85.9005,89.991,2.7,2.85,3.15,3.3,,81.81,,No_analizado,No_en_analisis,False,73.63,3.0,220.89,77.72,3.0,233.16,85.9,3.0,257.7,89.99,3.0,269.97,245.43
T043,Tijuana                       ,2026-04-10,59433,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90802,PERFORADORA DE 3 ORIFICIOS,20533,OFFICE DEPOT ASIA HOLDING,9080201,50065897,OFFICEMAX,Marca Propia,2,288.89,312.0,ST,92.388,102.6,128.45,205.2,83.69,0.2897,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,115.605,122.0275,134.8725,141.295,1.8,1.9,2.1,2.2,,144.445,,No_analizado,No_en_analisis,False,130.0,2.0,260.0,137.22,2.0,274.44,151.67,2.0,303.34,158.89,2.0,317.78,288.89
T034,Condesa                       ,2024-11-27,93036,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30303,REFUERZOS PARA CARPETA,10918,PRODUCTOS DIETRIX,3030301,50094187,OFFICEMAX,Marca Propia,1,32.67,37.9,ST,24.84,26.69,32.67,26.69,5.99,0.1832,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,29.403,31.0365,34.3035,35.937,0.9,0.95,1.05,1.1,,32.67,,No_analizado,No_en_analisis,False,29.4,1.0,29.4,31.04,1.0,31.04,34.3,1.0,34.3,35.94,1.0,35.94,32.67
T002,Interlomas                    ,2025-07-08,92763,RETAIL,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,13564,BIO PAPPEL SCRIBE,4010302,50080136,,Marca Externa,1,326.72,379.0,ST,233.676,260.78,326.72,260.78,65.95,0.2018,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,294.048,310.384,343.056,359.392,0.9,0.95,1.05,1.1,,326.72,,No_analizado,No_en_analisis,False,294.05,1.0,294.05,310.38,1.0,310.38,343.06,1.0,343.06,359.39,1.0,359.39,326.72
T028,San Luis Potosi               ,2025-12-21,5130,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50077358,SCOTCH,Marca Externa,2,155.0,179.8,ST,55.2,61.75,72.84,123.5,31.5,0.2032,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,65.556,69.198,76.482,80.124,1.8,1.9,2.1,2.2,,77.5,,No_analizado,No_en_analisis,False,69.75,2.0,139.5,73.62,2.0,147.24,81.38,2.0,162.76,85.25,2.0,170.5,155.0
T075,Revolucion                    ,2024-08-30,17860,RETAIL,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,20610,APLI PAPER S.A.U.,4010302,50128234,APLI PAPER,Marca Externa,1,309.66,359.2,ST,256.788,261.82,387.07,261.82,47.83,0.1545,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,348.363,367.7165,406.4235,425.777,0.9,0.95,1.05,1.1,,309.66,,No_analizado,No_en_analisis,False,278.69,1.0,278.69,294.18,1.0,294.18,325.14,1.0,325.14,340.63,1.0,340.63,309.66
T043,Tijuana                       ,2024-08-18,692,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20503,NINGBO EVEREXCEL INT'L TRADING,10060203,50113663,OFFICEMAX,Marca Propia,1,96.58,104.3,ST,83.256,82.57,128.45,82.57,14.01,0.1451,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,115.605,122.0275,134.8725,141.295,0.9,0.95,1.05,1.1,,96.58,,No_analizado,No_en_analisis,False,86.92,1.0,86.92,91.75,1.0,91.75,101.41,1.0,101.41,106.24,1.0,106.24,96.58
T016,Puebla                        ,2024-09-27,92162,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90304,CINTAS DECORATIVAS,28730,"PARKROSE GROUP, S.L.",9030401,50125502,STUK,Marca Propia,1,34.09,39.55,ST,11.484,21.83,38.97,21.83,12.26,0.3596,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,35.073,37.0215,40.9185,42.867,0.9,0.95,1.05,1.1,,34.09,,No_analizado,No_en_analisis,False,30.68,1.0,30.68,32.39,1.0,32.39,35.79,1.0,35.79,37.5,1.0,37.5,34.09
T056,Cuautla                       ,2025-11-17,99916,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90502,ENGRAPADORAS TIRA COMPLETA,20533,OFFICE DEPOT ASIA HOLDING,9050201,50069423,,Marca Externa,1,293.97,341.0,ST,91.104,180.86,280.17,180.86,113.12,0.3848,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,252.153,266.1615,294.1785,308.187,0.9,0.95,1.05,1.1,,293.97,,No_analizado,No_en_analisis,False,264.57,1.0,264.57,279.27,1.0,279.27,308.67,1.0,308.67,323.37,1.0,323.37,293.97
T014,Metepec                       ,2024-08-06,91074,RETAIL,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",4010302,50051646,NORMA,Marca Externa,1,176.81,205.1,ST,191.004,167.99,252.59,167.99,8.82,0.0499,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,227.331,239.9605,265.2195,277.849,0.9,0.95,1.05,1.1,,176.81,,No_analizado,No_en_analisis,False,159.13,1.0,159.13,167.97,1.0,167.97,185.65,1.0,185.65,194.49,1.0,194.49,176.81
T056,Cuautla                       ,2025-01-04,36138,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50061981,OFFICEMAX,Marca Propia,1,81.47,94.5,ST,30.42,54.77,81.47,54.77,26.7,0.3277,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,73.323,77.3965,85.5435,89.617,0.9,0.95,1.05,1.1,,81.47,,No_analizado,No_en_analisis,False,73.32,1.0,73.32,77.4,1.0,77.4,85.54,1.0,85.54,89.62,1.0,89.62,81.47
T061,Mexicali                      ,2025-04-10,72205,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90204,PEGAMENTOS EN SPRAY,10217,STAEDTLER DE MEXICO,9020401,50102591,UHU,Marca Externa,1,276.85,299.0,ST,159.516,204.89,197.41,204.89,71.96,0.2599,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,177.669,187.5395,207.2805,217.151,0.9,0.95,1.05,1.1,,276.85,,No_analizado,No_en_analisis,False,249.17,1.0,249.17,263.01,1.0,263.01,290.69,1.0,290.69,304.54,1.0,304.54,276.85
T081,Cozumel Express               ,2025-11-03,68835,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90502,ENGRAPADORAS TIRA COMPLETA,28730,"PARKROSE GROUP, S.L.",9050201,50131141,28730,Marca Externa,1,77.5,89.9,ST,41.28,55.95,77.5,55.95,21.55,0.2781,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,69.75,73.625,81.375,85.25,0.9,0.95,1.05,1.1,,77.5,,No_analizado,No_en_analisis,False,69.75,1.0,69.75,73.62,1.0,73.62,81.38,1.0,81.38,85.25,1.0,85.25,77.5
T087,GRAN SUR II                   ,2024-11-26,48394,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101201,LIBRETAS FORMA FRANCESA,28730,"PARKROSE GROUP, S.L.",10120101,50125467,STUK,Marca Propia,1,17.2,19.95,ST,11.16,13.25,13.76,13.25,3.95,0.2297,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,12.384,13.072,14.448,15.136,0.9,0.95,1.05,1.1,,17.2,,No_analizado,No_en_analisis,False,15.48,1.0,15.48,16.34,1.0,16.34,18.06,1.0,18.06,18.92,1.0,18.92,17.2
T078,Cancun II                     ,2025-10-21,1417,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50065888,OFFICEMAX,Marca Propia,1,16.38,19.0,ST,9.276,12.4,15.43,12.4,3.98,0.243,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,13.887,14.6585,16.2015,16.973,0.9,0.95,1.05,1.1,,16.38,,No_analizado,No_en_analisis,False,14.74,1.0,14.74,15.56,1.0,15.56,17.2,1.0,17.2,18.02,1.0,18.02,16.38
T001,San Jeronimo                  ,2026-04-29,28193,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,10764,INDUSTRIAS KOLA LOKA,9020301,50033918,KOLA LOKA,Marca Externa,1,30.09,34.9,ST,20.496,23.59,28.88,23.59,6.5,0.2162,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,25.992,27.436,30.324,31.768,0.9,0.95,1.05,1.1,,30.09,,No_analizado,No_en_analisis,False,27.08,1.0,27.08,28.59,1.0,28.59,31.59,1.0,31.59,33.1,1.0,33.1,30.09
T063,Aguascalientes                ,2024-03-19,80558,RETAIL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,12175,ACCO MEXICANA,4070103,50111554,ACCO,Marca Externa,1,125.0,145.0,ST,79.068,96.59,133.62,96.59,28.41,0.2273,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,120.258,126.939,140.301,146.982,0.9,0.95,1.05,1.1,,125.0,,No_analizado,No_en_analisis,False,112.5,1.0,112.5,118.75,1.0,118.75,131.25,1.0,131.25,137.5,1.0,137.5,125.0
T021,Acapulco                      ,2025-04-27,36429,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12175,ACCO MEXICANA,4050102,50110066,ACCO,Marca Externa,2,284.48,330.0,ST,79.752,104.435,142.24,208.87,75.61,0.2658,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,128.016,135.128,149.352,156.464,1.8,1.9,2.1,2.2,,142.24,,No_analizado,No_en_analisis,False,128.02,2.0,256.04,135.13,2.0,270.26,149.35,2.0,298.7,156.46,2.0,312.92,284.48
T082,Salina Cruz                   ,2024-10-05,2149,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,12175,ACCO MEXICANA,9050101,50033288,BARRILITO,Marca Externa,3,232.5,269.7,ST,58.74,63.22666667,77.5,189.68,42.83,0.1842,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,69.75,73.625,81.375,85.25,2.7,2.85,3.15,3.3,,77.5,,No_analizado,No_en_analisis,False,69.75,3.0,209.25,73.62,3.0,220.86,81.38,3.0,244.14,85.25,3.0,255.75,232.5
T071,Central de Abastos            ,2024-07-10,5435,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90803,PERFORADORAS DE 2 ORIFICIOS,10797,GRUPO AZOR MEXICO,9080301,50014602,PEGASO,Marca Externa,1,283.62,329.0,ST,220.44,233.45,283.62,233.45,50.17,0.1769,A,No EcolÂ¾gico,Tienda Igual Retail,Activa,255.258,269.439,297.801,311.982,0.9,0.95,1.05,1.1,,283.62,,No_analizado,No_en_analisis,False,255.26,1.0,255.26,269.44,1.0,269.44,297.8,1.0,297.8,311.98,1.0,311.98,283.62
T062,Tecamac                       ,2024-06-01,22323,RETAIL,4,CARPETAS,401,CARPETAS,40102,ARILLO EN D,10164,SAMSILL DE MEXICO,4010201,50031206,SAMSILL,Marca Externa,1,159.48,185.0,ST,97.32,120.84,159.48,120.84,38.63,0.2423,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,143.532,151.506,167.454,175.428,0.9,0.95,1.05,1.1,,159.48,,No_analizado,No_en_analisis,False,143.53,1.0,143.53,151.51,1.0,151.51,167.45,1.0,167.45,175.43,1.0,175.43,159.48
T068,Tuxtla Gutierrez              ,2024-08-31,31770,RETAIL,4,CARPETAS,409,PADFOLIOS Y TARJETEROS,40901,PADFOLIOS Y PORTABLOCKS,10223,INDUSTRIAS DANPEX,4090101,50014782,DANPEX,Marca Externa,1,125.0,145.0,ST,93.588,101.5,133.62,101.5,23.51,0.188,A,No EcolÂ¾gico,Tienda Igual Retail,Activa,120.258,126.939,140.301,146.982,0.9,0.95,1.05,1.1,,125.0,,No_analizado,No_en_analisis,False,112.5,1.0,112.5,118.75,1.0,118.75,131.25,1.0,131.25,137.5,1.0,137.5,125.0
T025,Merida                        ,2025-01-26,14519,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010202,50093135,OFFICEMAX,Marca Propia,1,85.34,99.0,ST,43.476,60.78,85.34,60.78,24.55,0.2877,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,76.806,81.073,89.607,93.874,0.9,0.95,1.05,1.1,,85.34,,No_analizado,No_en_analisis,False,76.81,1.0,76.81,81.07,1.0,81.07,89.61,1.0,89.61,93.87,1.0,93.87,85.34
T063,Aguascalientes                ,2025-07-08,91924,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,20533,OFFICE DEPOT ASIA HOLDING,3010301,50086329,OFFICEMAX,Marca Propia,15,452.59,525.0,ST,8.904,19.24666667,24.05,288.7,163.89,0.3621,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,21.645,22.8475,25.2525,26.455,13.5,14.25,15.75,16.5,,30.1727,,No_analizado,No_en_analisis,False,27.16,15.0,407.4,28.66,15.0,429.9,31.68,15.0,475.2,33.19,15.0,497.85,452.59
T019,Cuauhtemoc                    ,2025-09-24,36514,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30303,REFUERZOS PARA CARPETA,10918,PRODUCTOS DIETRIX,3030301,50094187,OFFICEMAX,Marca Propia,1,37.84,43.9,ST,24.84,27.42,32.67,27.42,10.42,0.2754,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,29.403,31.0365,34.3035,35.937,0.9,0.95,1.05,1.1,,37.84,,No_analizado,No_en_analisis,False,34.06,1.0,34.06,35.95,1.0,35.95,39.73,1.0,39.73,41.62,1.0,41.62,37.84
T004,Contry                        ,2025-09-03,50270,RETAIL,4,CARPETAS,404,REGISTRADORES,40402,REGISTRADORES DE COLOR,12232,KYMA CA,4040201,50083953,OFFICEMAX,Marca Propia,1,54.22,62.9,ST,38.04,42.96,51.64,42.96,11.26,0.2077,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,46.476,49.058,54.222,56.804,0.9,0.95,1.05,1.1,,54.22,,No_analizado,No_en_analisis,False,48.8,1.0,48.8,51.51,1.0,51.51,56.93,1.0,56.93,59.64,1.0,59.64,54.22
T051,Gomez Morin                   ,2024-10-28,99500,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,12107,NEWELL BRANDS DE MEXICO,9020201,50092618,ELMER'S,Marca Externa,1,36.64,42.5,ST,30.0,30.82,36.64,30.82,5.82,0.1588,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,32.976,34.808,38.472,40.304,0.9,0.95,1.05,1.1,,36.64,,No_analizado,No_en_analisis,False,32.98,1.0,32.98,34.81,1.0,34.81,38.47,1.0,38.47,40.3,1.0,40.3,36.64
T072,Avenida Vallarta              ,2025-01-31,28832,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40803,CUBIERTAS PLASTIFICADAS,20533,OFFICE DEPOT ASIA HOLDING,4080301,50062258,OFFICEMAX,Marca Propia,2,172.24,199.8,ST,38.352,59.04,86.12,118.08,54.16,0.3144,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,77.508,81.814,90.426,94.732,1.8,1.9,2.1,2.2,,86.12,,No_analizado,No_en_analisis,False,77.51,2.0,155.02,81.81,2.0,163.62,90.43,2.0,180.86,94.73,2.0,189.46,172.24
T012,Leon                          ,2024-08-20,25324,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102002,BLOCKS ESQUELA,13564,BIO PAPPEL SCRIBE,10200201,50012985,,Marca Externa,1,27.16,31.5,ST,19.272,21.61,27.16,21.61,5.55,0.2043,D,No EcolÂ¾gico,Tienda Igual Retail,Activa,24.444,25.802,28.518,29.876,0.9,0.95,1.05,1.1,,27.16,,No_analizado,No_en_analisis,False,24.44,1.0,24.44,25.8,1.0,25.8,28.52,1.0,28.52,29.88,1.0,29.88,27.16
T007,Veracruz                      ,2024-09-03,54430,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,10164,SAMSILL DE MEXICO,4080101,50101950,SAMSILL,Marca Externa,1,45.6,52.9,ST,34.86,37.32,48.71,37.32,8.28,0.1815,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,43.839,46.2745,51.1455,53.581,0.9,0.95,1.05,1.1,,45.6,,No_analizado,No_en_analisis,False,41.04,1.0,41.04,43.32,1.0,43.32,47.88,1.0,47.88,50.16,1.0,50.16,45.6
T037,Morelia                       ,2025-08-25,26805,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90901,ARTICULOS DE MONTAJE,10254,VELCRO DE MEXICO,9090101,50077330,VELCRO,Marca Externa,1,31.9,37.0,ST,18.6,24.23,24.91,24.23,7.67,0.2406,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,22.419,23.6645,26.1555,27.401,0.9,0.95,1.05,1.1,,31.9,,No_analizado,No_en_analisis,False,28.71,1.0,28.71,30.3,1.0,30.3,33.49,1.0,33.49,35.09,1.0,35.09,31.9
T066,Jurica Queretaro              ,2024-06-27,4980,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,10824,MAPED SILCO,9050101,50077264,MAPED,Marca Externa,1,116.38,135.0,ST,72.564,88.35,128.45,88.35,28.02,0.2408,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,115.605,122.0275,134.8725,141.295,0.9,0.95,1.05,1.1,,116.38,,No_analizado,No_en_analisis,False,104.74,1.0,104.74,110.56,1.0,110.56,122.2,1.0,122.2,128.02,1.0,128.02,116.38
T005,San Agustin                   ,2024-05-05,59167,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90302,CINTAS DOBLE CARA,11496,"3M MEXICO,",9030201,50116189,SCOTCH,Marca Externa,1,35.78,41.5,ST,27.504,29.35,42.24,29.35,6.43,0.1797,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,38.016,40.128,44.352,46.464,0.9,0.95,1.05,1.1,,35.78,,No_analizado,No_en_analisis,False,32.2,1.0,32.2,33.99,1.0,33.99,37.57,1.0,37.57,39.36,1.0,39.36,35.78
T033,Gonzalitos                    ,2024-04-05,8404,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50077358,SCOTCH,Marca Externa,1,65.09,75.5,ST,55.2,53.57,72.84,53.57,11.52,0.177,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,65.556,69.198,76.482,80.124,0.9,0.95,1.05,1.1,,65.09,,No_analizado,No_en_analisis,False,58.58,1.0,58.58,61.84,1.0,61.84,68.34,1.0,68.34,71.6,1.0,71.6,65.09
T042,Irapuato                      ,2026-02-02,2155,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,10100201,50062170,OFFICEMAX,Marca Propia,1,22.33,25.9,ST,7.356,14.68,16.81,14.68,7.65,0.3426,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,15.129,15.9695,17.6505,18.491,0.9,0.95,1.05,1.1,,22.33,0.0,No_significativo,Baja_sensibilidad,True,20.1,1.0,20.1,21.21,1.0,21.21,23.45,1.0,23.45,24.56,1.0,24.56,22.33
T086,Coatzacoalcos II              ,2026-04-27,68337,RETAIL,10,ARTICULOS ESCOLARES,1003,MARCADORES,100303,MARCADORES DE CERA,11863,DIXON COMERCILIZADORA,10030301,50083444,DIXON,Marca Externa,1,12.93,15.0,ST,12.0,11.46,12.93,11.46,1.46,0.1133,ER,No EcolÂ¾gico,Tienda Igual Retail,Activa,11.637,12.2835,13.5765,14.223,0.9,0.95,1.05,1.1,,12.93,,No_analizado,No_en_analisis,False,11.64,1.0,11.64,12.28,1.0,12.28,13.58,1.0,13.58,14.22,1.0,14.22,12.93
T018,Polanco II                    ,2024-01-17,32534,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50062046,OFFICEMAX,Marca Propia,1,54.22,62.9,ST,24.06,37.13,54.22,37.13,17.09,0.3153,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,48.798,51.509,56.931,59.642,0.9,0.95,1.05,1.1,,54.22,,No_analizado,No_en_analisis,False,48.8,1.0,48.8,51.51,1.0,51.51,56.93,1.0,56.93,59.64,1.0,59.64,54.22
T036,Palmas                        ,2024-08-07,7473,RETAIL,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101701,BOLIGRAFOS FINOS,20533,OFFICE DEPOT ASIA HOLDING,10170101,50125316,OFFICEMAX,Marca Propia,1,86.12,99.9,ST,42.468,60.75,68.9,60.75,25.37,0.2945,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,62.01,65.455,72.345,75.79,0.9,0.95,1.05,1.1,,86.12,,No_analizado,No_en_analisis,False,77.51,1.0,77.51,81.81,1.0,81.81,90.43,1.0,90.43,94.73,1.0,94.73,86.12
T078,Cancun II                     ,2024-07-23,39486,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4080101,50027545,OXFORD,Marca Externa,1,49.05,56.9,ST,38.568,40.59,49.05,40.59,8.45,0.1724,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,44.145,46.5975,51.5025,53.955,0.9,0.95,1.05,1.1,,49.05,,No_analizado,No_en_analisis,False,44.14,1.0,44.14,46.6,1.0,46.6,51.5,1.0,51.5,53.96,1.0,53.96,49.05
T039,Alamedas                      ,2024-10-23,2840,RETAIL,10,ARTICULOS ESCOLARES,1019,CRAYONES,101901,CRAYONES,10797,GRUPO AZOR MEXICO,10190101,50067322,AZOR,Marca Externa,1,71.98,83.5,ST,46.56,55.23,71.98,55.23,16.75,0.2326,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,64.782,68.381,75.579,79.178,0.9,0.95,1.05,1.1,,71.98,,No_analizado,No_en_analisis,False,64.78,1.0,64.78,68.38,1.0,68.38,75.58,1.0,75.58,79.18,1.0,79.18,71.98
T079,Juriquilla Express            ,2025-01-18,13012,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50066253,OFFICEMAX,Marca Propia,1,54.22,62.9,ST,21.888,36.24,54.22,36.24,17.98,0.3316,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,48.798,51.509,56.931,59.642,0.9,0.95,1.05,1.1,,54.22,,No_analizado,No_en_analisis,False,48.8,1.0,48.8,51.51,1.0,51.51,56.93,1.0,56.93,59.64,1.0,59.64,54.22
T014,Metepec                       ,2024-06-28,71236,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90505,ENGRAPADORAS USO RUDO,20533,OFFICE DEPOT ASIA HOLDING,9050501,50065894,,Marca Externa,1,185.34,215.0,ST,81.816,119.98,185.34,119.98,65.36,0.3526,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,166.806,176.073,194.607,203.874,0.9,0.95,1.05,1.1,,185.34,,No_analizado,No_en_analisis,False,166.81,1.0,166.81,176.07,1.0,176.07,194.61,1.0,194.61,203.87,1.0,203.87,185.34
